ID,Url,Category
1,https://kumparan.comhttps://kumparan.com,Sedang memuat...
2,https://kumparan.com,
3,https://kumparan.comhttps://kumparan.com,Sedang memuat...
4,https://kumparan.com,
5,https://kumparan.comhttps://kumparan.com,Sedang memuat...
6,https://kumparan.com,
7,https://kumparan.comhttps://kumparan.com,Sedang memuat...
8,https://kumparan.com,
9,https://kumparan.comhttps://kumparan.com,Sedang memuat...
10,https://kumparan.com,
